matric_percentage,science_aptitude,extracurricular_score,city_tier,recommended_field,college_tier
81.31,0.027,100.0,Rural,Pre-Engineering,Top-Tier Government College
76.63,0.003,54.7,Urban,Commerce,Mid-Tier College
60.03,0.087,33.4,Rural,Arts/Humanities,Standard College
72.55,0.03,17.8,Urban,Commerce,Mid-Tier College
78.66,0.417,32.0,Urban,Pre-Engineering,Mid-Tier College
45.17,0.503,57.9,Metro,Arts/Humanities,Standard College
80.92,0.297,40.3,Urban,Pre-Engineering,Mid-Tier College
70.08,0.499,73.1,Metro,Commerce,Mid-Tier College
92.44,0.093,43.0,Metro,Pre-Engineering,Top-Tier Government College
79.79,0.979,29.1,Urban,Computer Science,Top-Tier Government College
66.14,0.265,43.6,Metro,Commerce,Top-Tier Government College
69.83,0.768,39.1,Rural,Commerce,Top-Tier Government College
79.24,0.3,45.9,Urban,Pre-Engineering,Mid-Tier College
71.32,0.981,26.9,Urban,Commerce,Mid-Tier College
77.73,0.214,47.0,Metro,Computer Science,Mid-Tier College
57.55,0.029,12.2,Urban,Arts/Humanities,Standard College
48.97,0.331,52.5,Rural,Arts/Humanities,Standard College
59.8,0.057,47.1,Metro,Commerce,Standard College
46.09,0.999,46.7,Rural,Arts/Humanities,Mid-Tier College
56.52,0.986,33.5,Metro,Commerce,Mid-Tier College
74.64,0.252,48.7,Rural,Commerce,Mid-Tier College
42.84,0.054,53.8,Metro,Arts/Humanities,Standard College
49.28,0.814,15.0,Urban,Arts/Humanities,Mid-Tier College
80.73,0.931,69.3,Urban,Pre-Engineering,Top-Tier Government College
60.48,0.948,46.8,Urban,Commerce,Standard College
68.8,0.869,59.5,Metro,Commerce,Mid-Tier College
49.17,0.51,80.3,Urban,Arts/Humanities,Mid-Tier College
52.25,0.177,25.1,Urban,Commerce,Standard College
64.11,0.445,30.0,Urban,Commerce,Mid-Tier College
95.07,0.162,30.7,Urban,Pre-Engineering,Top-Tier Government College
76.06,0.726,50.7,Urban,Computer Science,Mid-Tier College
42.17,0.652,29.8,Rural,Arts/Humanities,Standard College
76.13,0.457,32.6,Urban,Commerce,Mid-Tier College
83.72,0.79,84.8,Metro,Pre-Engineering,Top-Tier Government College
80.03,0.675,45.0,Rural,Pre-Engineering,Mid-Tier College
49.37,0.168,58.2,Urban,Arts/Humanities,Standard College
67.9,0.392,70.2,Metro,Computer Science,Mid-Tier College
100.0,0.696,79.3,Metro,Pre-Medical,Top-Tier Government College
54.02,0.471,21.5,Metro,Commerce,Mid-Tier College
74.3,0.811,57.9,Metro,Commerce,Mid-Tier College
56.95,0.968,65.5,Rural,Arts/Humanities,Standard College
48.62,0.979,72.5,Metro,Arts/Humanities,Standard College
62.06,0.503,36.8,Metro,Commerce,Mid-Tier College
85.45,0.412,41.6,Urban,Pre-Engineering,Top-Tier Government College
87.52,0.565,54.0,Metro,Computer Science,Top-Tier Government College
54.87,0.667,51.2,Metro,Commerce,Standard College
61.4,0.983,43.7,Metro,Arts/Humanities,Mid-Tier College
54.75,0.644,38.0,Urban,Commerce,Standard College
35.73,0.791,47.7,Metro,Arts/Humanities,Standard College
78.67,0.972,44.5,Rural,Computer Science,Mid-Tier College
93.91,0.628,55.2,Rural,Pre-Medical,Top-Tier Government College
92.99,0.835,37.7,Urban,Pre-Medical,Top-Tier Government College
61.53,0.449,29.7,Rural,Commerce,Mid-Tier College
90.25,0.464,41.0,Urban,Pre-Engineering,Top-Tier Government College
86.48,0.377,45.9,Metro,Computer Science,Top-Tier Government College
63.62,0.156,71.5,Urban,Arts/Humanities,Standard College
68.95,0.241,42.2,Rural,Commerce,Top-Tier Government College
63.14,0.964,8.1,Urban,Commerce,Standard College
72.88,0.293,94.3,Urban,Computer Science,Mid-Tier College
98.09,0.241,74.5,Metro,Pre-Engineering,Top-Tier Government College
54.26,0.719,62.1,Urban,Arts/Humanities,Standard College
49.98,0.618,59.9,Rural,Arts/Humanities,Standard College
83.06,0.401,51.1,Urban,Computer Science,Mid-Tier College
70.05,0.343,85.5,Rural,Commerce,Mid-Tier College
38.85,0.169,25.9,Rural,Arts/Humanities,Standard College
52.92,0.079,65.4,Metro,Commerce,Mid-Tier College
55.9,0.053,65.6,Rural,Arts/Humanities,Standard College
59.4,0.29,98.2,Rural,Arts/Humanities,Mid-Tier College
74.3,0.511,48.7,Metro,Computer Science,Top-Tier Government College
85.07,0.491,81.3,Metro,Computer Science,Top-Tier Government College
66.58,0.695,59.2,Rural,Commerce,Mid-Tier College
71.56,0.879,30.5,Rural,Computer Science,Top-Tier Government College
57.27,0.53,28.3,Rural,Arts/Humanities,Mid-Tier College
85.53,0.309,74.7,Rural,Computer Science,Top-Tier Government College
90.7,0.955,26.7,Rural,Pre-Medical,Top-Tier Government College
64.99,0.177,44.7,Metro,Commerce,Mid-Tier College
57.36,0.634,84.3,Urban,Arts/Humanities,Mid-Tier College
100.0,0.197,31.4,Metro,Pre-Engineering,Top-Tier Government College
84.07,0.577,62.1,Rural,Computer Science,Mid-Tier College
54.95,0.982,89.9,Metro,Arts/Humanities,Standard College
42.17,0.131,81.8,Rural,Arts/Humanities,Standard College
64.54,0.88,66.6,Urban,Commerce,Mid-Tier College
88.43,0.151,35.9,Metro,Pre-Engineering,Top-Tier Government College
60.55,0.765,87.4,Rural,Commerce,Mid-Tier College
65.34,0.384,60.9,Urban,Commerce,Mid-Tier College
61.39,0.509,51.9,Urban,Arts/Humanities,Mid-Tier College
79.7,0.397,28.8,Metro,Pre-Engineering,Mid-Tier College
91.61,0.92,7.0,Urban,Pre-Medical,Top-Tier Government College
49.14,0.504,58.5,Rural,Arts/Humanities,Mid-Tier College
64.68,0.598,41.5,Urban,Commerce,Standard College
66.11,0.538,16.2,Metro,Commerce,Mid-Tier College
59.34,0.442,68.9,Metro,Commerce,Mid-Tier College
50.17,0.233,55.7,Rural,Arts/Humanities,Standard College
82.46,0.327,38.4,Urban,Pre-Engineering,Mid-Tier College
71.82,0.828,42.4,Urban,Computer Science,Top-Tier Government College
80.86,0.49,61.9,Rural,Computer Science,Top-Tier Government College
93.59,0.464,61.2,Rural,Pre-Engineering,Top-Tier Government College
63.5,0.681,32.5,Metro,Arts/Humanities,Mid-Tier College
78.02,0.935,69.2,Urban,Pre-Engineering,Mid-Tier College
62.91,0.236,46.9,Rural,Arts/Humanities,Standard College
67.95,0.851,30.5,Urban,Computer Science,Mid-Tier College
74.7,0.838,48.2,Urban,Computer Science,Mid-Tier College
66.76,0.242,51.5,Metro,Computer Science,Mid-Tier College
45.2,0.167,74.3,Urban,Arts/Humanities,Standard College
93.52,0.958,64.5,Urban,Pre-Medical,Top-Tier Government College
71.81,0.276,5.6,Urban,Commerce,Top-Tier Government College
51.06,0.062,26.0,Urban,Arts/Humanities,Mid-Tier College
34.04,0.142,66.7,Urban,Arts/Humanities,Standard College
69.01,0.311,56.3,Urban,Commerce,Mid-Tier College
79.87,0.04,31.4,Urban,Computer Science,Top-Tier Government College
85.58,0.372,40.5,Rural,Pre-Engineering,Top-Tier Government College
87.31,0.571,83.2,Urban,Computer Science,Top-Tier Government College
63.31,0.782,3.0,Urban,Arts/Humanities,Mid-Tier College
79.74,0.858,75.8,Metro,Pre-Engineering,Mid-Tier College
44.72,0.867,72.3,Urban,Arts/Humanities,Standard College
71.84,0.933,38.7,Metro,Computer Science,Mid-Tier College
84.09,0.42,45.3,Metro,Computer Science,Top-Tier Government College
59.64,0.788,58.1,Urban,Commerce,Standard College
66.84,0.63,52.4,Rural,Computer Science,Mid-Tier College
71.12,0.036,59.2,Rural,Commerce,Top-Tier Government College
71.63,0.194,74.8,Rural,Commerce,Mid-Tier College
93.28,0.21,38.0,Urban,Pre-Engineering,Top-Tier Government College
52.12,0.218,50.7,Rural,Arts/Humanities,Standard College
90.88,0.217,59.9,Urban,Pre-Engineering,Top-Tier Government College
49.43,0.322,42.0,Metro,Arts/Humanities,Standard College
58.73,0.201,50.1,Urban,Commerce,Mid-Tier College
56.99,0.245,80.0,Metro,Arts/Humanities,Standard College
68.04,0.229,9.6,Rural,Commerce,Top-Tier Government College
61.49,0.645,56.5,Urban,Commerce,Mid-Tier College
77.16,0.292,39.9,Rural,Computer Science,Mid-Tier College
69.62,0.123,27.9,Metro,Commerce,Mid-Tier College
100.0,0.91,46.1,Rural,Pre-Medical,Top-Tier Government College
75.61,0.4,58.2,Urban,Commerce,Top-Tier Government College
65.38,0.978,67.3,Rural,Commerce,Top-Tier Government College
75.43,0.666,35.4,Urban,Computer Science,Mid-Tier College
79.01,0.21,63.8,Urban,Computer Science,Mid-Tier College
66.38,0.129,79.9,Urban,Computer Science,Top-Tier Government College
51.6,0.856,54.4,Metro,Commerce,Mid-Tier College
56.53,0.291,65.3,Urban,Commerce,Standard College
72.28,0.057,60.2,Rural,Computer Science,Mid-Tier College
82.79,0.665,64.1,Urban,Pre-Engineering,Mid-Tier College
77.15,0.019,31.8,Urban,Computer Science,Mid-Tier College
68.05,0.075,75.3,Metro,Computer Science,Mid-Tier College
78.47,0.757,60.1,Metro,Pre-Engineering,Mid-Tier College
61.55,0.286,87.7,Metro,Commerce,Standard College
73.6,0.758,67.4,Urban,Commerce,Mid-Tier College
92.2,0.588,33.4,Urban,Pre-Medical,Top-Tier Government College
87.32,0.065,74.4,Rural,Computer Science,Top-Tier Government College
91.14,0.926,78.6,Rural,Pre-Medical,Top-Tier Government College
63.5,0.328,72.3,Urban,Arts/Humanities,Mid-Tier College
72.69,0.712,45.1,Rural,Commerce,Top-Tier Government College
53.26,0.641,42.8,Urban,Commerce,Mid-Tier College
84.13,0.385,78.2,Rural,Computer Science,Mid-Tier College
62.61,0.874,35.6,Metro,Arts/Humanities,Mid-Tier College
48.29,0.065,68.7,Urban,Arts/Humanities,Mid-Tier College
61.43,0.301,53.9,Urban,Commerce,Standard College
73.45,0.922,38.0,Urban,Computer Science,Top-Tier Government College
34.04,0.199,43.7,Metro,Arts/Humanities,Standard College
46.71,0.428,40.4,Urban,Arts/Humanities,Standard College
85.19,0.848,61.3,Rural,Computer Science,Top-Tier Government College
70.92,0.256,37.9,Rural,Commerce,Top-Tier Government College
68.65,0.3,49.5,Metro,Commerce,Mid-Tier College
43.61,0.226,46.4,Urban,Arts/Humanities,Standard College
94.74,0.732,59.0,Metro,Pre-Medical,Top-Tier Government College
85.81,0.52,71.4,Urban,Computer Science,Top-Tier Government College
80.61,0.427,21.5,Urban,Computer Science,Mid-Tier College
51.56,0.886,59.5,Metro,Arts/Humanities,Standard College
78.62,0.667,37.2,Rural,Computer Science,Mid-Tier College
87.67,0.127,47.1,Metro,Pre-Engineering,Top-Tier Government College
64.12,0.969,48.4,Metro,Commerce,Mid-Tier College
65.37,0.669,82.6,Urban,Computer Science,Top-Tier Government College
61.78,0.826,81.5,Urban,Arts/Humanities,Mid-Tier College
78.94,0.565,46.3,Metro,Computer Science,Mid-Tier College
65.57,0.977,46.3,Urban,Computer Science,Top-Tier Government College
64.27,0.369,80.1,Metro,Commerce,Mid-Tier College
46.07,0.451,61.4,Urban,Arts/Humanities,Standard College
42.74,0.535,88.7,Rural,Arts/Humanities,Standard College
84.34,0.319,37.2,Rural,Pre-Engineering,Mid-Tier College
94.53,0.519,74.0,Rural,Pre-Medical,Top-Tier Government College
83.16,0.925,41.3,Urban,Computer Science,Mid-Tier College
92.02,0.752,0.0,Rural,Pre-Medical,Top-Tier Government College
60.68,0.202,66.3,Metro,Arts/Humanities,Standard College
68.52,0.778,32.1,Rural,Computer Science,Top-Tier Government College
75.27,0.085,65.4,Urban,Commerce,Mid-Tier College
66.65,0.17,45.1,Urban,Computer Science,Mid-Tier College
96.02,0.399,76.1,Rural,Pre-Engineering,Top-Tier Government College
48.05,0.636,23.8,Urban,Arts/Humanities,Mid-Tier College
60.11,0.151,19.7,Urban,Commerce,Standard College
63.69,0.587,81.1,Urban,Arts/Humanities,Mid-Tier College
57.95,0.58,72.9,Metro,Commerce,Mid-Tier College
82.77,0.94,53.2,Metro,Pre-Engineering,Mid-Tier College
37.33,0.333,18.6,Urban,Arts/Humanities,Standard College
87.46,0.946,68.1,Metro,Pre-Engineering,Top-Tier Government College
83.75,0.284,100.0,Metro,Pre-Engineering,Mid-Tier College
74.34,0.852,43.7,Urban,Commerce,Mid-Tier College
91.63,0.663,43.0,Metro,Pre-Medical,Top-Tier Government College
100.0,0.639,34.1,Urban,Pre-Medical,Top-Tier Government College
72.23,0.412,60.0,Rural,Commerce,Mid-Tier College
81.0,0.108,49.3,Rural,Pre-Engineering,Mid-Tier College
75.62,0.454,20.1,Urban,Computer Science,Mid-Tier College
77.71,0.462,36.2,Urban,Commerce,Mid-Tier College
61.29,0.6,69.8,Urban,Commerce,Mid-Tier College
57.88,0.061,28.0,Metro,Commerce,Standard College
79.15,0.486,55.7,Metro,Pre-Engineering,Mid-Tier College
61.08,0.887,71.1,Urban,Arts/Humanities,Mid-Tier College
84.34,0.861,65.6,Metro,Pre-Engineering,Mid-Tier College
82.21,0.446,14.8,Urban,Computer Science,Mid-Tier College
62.35,0.524,62.0,Metro,Arts/Humanities,Standard College
75.32,0.887,28.1,Urban,Commerce,Mid-Tier College
70.77,0.997,10.0,Metro,Computer Science,Top-Tier Government College
67.33,0.246,56.3,Urban,Commerce,Mid-Tier College
87.67,0.557,17.6,Urban,Computer Science,Top-Tier Government College
70.2,0.571,45.3,Metro,Commerce,Top-Tier Government College
73.3,0.553,74.9,Metro,Computer Science,Top-Tier Government College
38.56,0.265,61.2,Urban,Arts/Humanities,Standard College
79.14,0.769,47.3,Metro,Pre-Engineering,Mid-Tier College
46.58,0.592,68.6,Rural,Arts/Humanities,Standard College
63.42,0.549,51.2,Metro,Commerce,Standard College
95.33,0.12,66.0,Metro,Pre-Engineering,Top-Tier Government College
98.14,0.785,72.5,Urban,Pre-Medical,Top-Tier Government College
63.38,0.376,29.9,Urban,Commerce,Mid-Tier College
49.52,0.64,83.0,Metro,Arts/Humanities,Mid-Tier College
76.01,0.432,47.1,Urban,Computer Science,Mid-Tier College
63.27,0.014,51.1,Rural,Commerce,Standard College
75.06,0.861,53.6,Rural,Computer Science,Top-Tier Government College
48.12,0.544,44.2,Metro,Arts/Humanities,Mid-Tier College
87.54,0.133,41.0,Urban,Pre-Engineering,Top-Tier Government College
94.41,0.455,60.5,Metro,Pre-Engineering,Top-Tier Government College
46.53,0.199,37.6,Urban,Arts/Humanities,Mid-Tier College
57.33,0.904,59.3,Urban,Arts/Humanities,Standard College
58.54,0.471,64.5,Rural,Arts/Humanities,Mid-Tier College
81.39,0.195,38.3,Rural,Computer Science,Top-Tier Government College
38.23,0.834,43.2,Rural,Arts/Humanities,Standard College
73.0,0.664,60.3,Rural,Computer Science,Mid-Tier College
66.02,0.243,49.1,Metro,Commerce,Top-Tier Government College
57.02,0.619,62.3,Metro,Arts/Humanities,Mid-Tier College
80.93,0.192,48.5,Metro,Computer Science,Top-Tier Government College
38.52,0.775,43.1,Metro,Arts/Humanities,Standard College
47.81,0.431,45.3,Rural,Arts/Humanities,Standard College
57.18,0.81,55.9,Rural,Commerce,Standard College
81.04,0.091,73.1,Metro,Pre-Engineering,Mid-Tier College
64.14,0.298,16.1,Rural,Arts/Humanities,Standard College
56.45,0.462,40.0,Urban,Commerce,Standard College
77.4,0.888,41.9,Urban,Computer Science,Mid-Tier College
62.04,0.101,33.7,Urban,Arts/Humanities,Standard College
59.43,0.998,40.2,Rural,Arts/Humanities,Standard College
64.91,0.027,73.0,Urban,Commerce,Standard College
75.18,0.195,69.9,Metro,Commerce,Mid-Tier College
100.0,0.52,37.7,Urban,Pre-Medical,Top-Tier Government College
52.39,0.548,20.9,Metro,Arts/Humanities,Standard College
74.24,0.494,57.9,Urban,Computer Science,Mid-Tier College
67.34,0.142,59.2,Urban,Commerce,Mid-Tier College
65.69,0.694,26.1,Metro,Computer Science,Mid-Tier College
94.14,0.754,53.7,Urban,Pre-Medical,Top-Tier Government College
82.26,0.673,58.2,Rural,Computer Science,Mid-Tier College
80.64,0.91,62.9,Urban,Computer Science,Mid-Tier College
62.69,0.387,39.7,Metro,Commerce,Standard College
56.4,0.384,59.7,Urban,Arts/Humanities,Standard College
74.67,0.272,46.5,Rural,Commerce,Mid-Tier College
65.41,0.809,66.7,Urban,Commerce,Mid-Tier College
60.82,0.116,54.7,Rural,Commerce,Standard College
80.73,0.928,62.2,Metro,Pre-Engineering,Mid-Tier College
50.75,0.947,50.0,Rural,Arts/Humanities,Standard College
58.41,0.527,44.7,Rural,Arts/Humanities,Standard College
82.64,0.438,54.4,Metro,Computer Science,Mid-Tier College
68.75,0.438,66.9,Rural,Commerce,Mid-Tier College
80.74,0.82,42.3,Metro,Pre-Engineering,Mid-Tier College
56.46,0.964,56.9,Metro,Commerce,Standard College
81.35,0.195,98.3,Rural,Pre-Engineering,Mid-Tier College
58.77,0.799,36.9,Urban,Commerce,Mid-Tier College
91.8,0.835,23.5,Urban,Pre-Medical,Top-Tier Government College
82.8,0.404,30.9,Rural,Pre-Engineering,Mid-Tier College
77.59,0.418,44.1,Rural,Commerce,Mid-Tier College
94.72,0.015,49.8,Rural,Pre-Engineering,Top-Tier Government College
75.78,0.27,5.4,Rural,Commerce,Top-Tier Government College
60.12,0.541,10.4,Metro,Commerce,Standard College
95.05,0.552,65.3,Metro,Pre-Medical,Top-Tier Government College
75.78,0.716,21.9,Urban,Commerce,Top-Tier Government College
89.74,0.804,63.3,Metro,Pre-Medical,Top-Tier Government College
72.71,0.359,74.0,Metro,Computer Science,Mid-Tier College
88.88,0.285,0.0,Urban,Pre-Engineering,Top-Tier Government College
56.48,0.21,60.8,Urban,Arts/Humanities,Mid-Tier College
50.12,0.439,50.5,Rural,Arts/Humanities,Mid-Tier College
47.89,0.165,43.1,Rural,Arts/Humanities,Standard College
82.51,0.648,57.4,Rural,Pre-Engineering,Top-Tier Government College
38.96,0.098,48.6,Urban,Arts/Humanities,Standard College
41.9,0.665,60.5,Urban,Arts/Humanities,Standard College
47.72,0.092,86.2,Metro,Arts/Humanities,Mid-Tier College
74.12,0.805,55.8,Urban,Commerce,Top-Tier Government College
77.41,0.841,25.7,Rural,Commerce,Mid-Tier College
57.4,0.608,77.5,Metro,Commerce,Mid-Tier College
83.03,0.969,72.1,Urban,Pre-Engineering,Top-Tier Government College
75.56,0.354,78.5,Urban,Commerce,Mid-Tier College
89.81,0.44,57.5,Rural,Pre-Engineering,Top-Tier Government College
85.56,0.212,67.5,Urban,Computer Science,Top-Tier Government College
59.47,0.573,89.0,Metro,Commerce,Standard College
73.69,0.433,48.6,Urban,Commerce,Mid-Tier College
67.88,0.98,37.7,Urban,Commerce,Mid-Tier College
77.9,0.585,78.7,Urban,Commerce,Mid-Tier College
73.78,0.007,43.2,Urban,Computer Science,Mid-Tier College
70.95,0.187,72.8,Metro,Commerce,Mid-Tier College
81.92,0.685,39.5,Urban,Pre-Engineering,Top-Tier Government College
71.55,0.849,40.7,Urban,Computer Science,Top-Tier Government College
82.29,0.603,56.1,Urban,Pre-Engineering,Mid-Tier College
71.14,0.966,56.5,Urban,Commerce,Mid-Tier College
68.07,0.852,35.1,Urban,Commerce,Mid-Tier College
85.33,0.757,82.4,Metro,Pre-Engineering,Top-Tier Government College
85.82,0.683,41.8,Urban,Pre-Engineering,Top-Tier Government College
90.41,0.362,64.2,Metro,Pre-Engineering,Top-Tier Government College
80.68,0.03,32.3,Urban,Pre-Engineering,Top-Tier Government College
67.24,0.551,38.3,Urban,Commerce,Top-Tier Government College
73.66,0.688,39.1,Metro,Commerce,Mid-Tier College
73.14,0.87,53.5,Rural,Computer Science,Mid-Tier College
42.55,0.596,53.5,Metro,Arts/Humanities,Standard College
52.69,0.438,54.6,Urban,Arts/Humanities,Standard College
94.98,0.093,50.7,Urban,Pre-Engineering,Top-Tier Government College
69.68,0.437,68.6,Metro,Commerce,Mid-Tier College
33.0,0.972,68.4,Rural,Arts/Humanities,Standard College
68.73,0.575,41.8,Metro,Computer Science,Mid-Tier College
73.19,0.759,53.2,Metro,Computer Science,Mid-Tier College
51.0,0.938,59.4,Urban,Commerce,Mid-Tier College
100.0,0.24,64.7,Urban,Pre-Engineering,Top-Tier Government College
88.58,0.264,60.6,Urban,Pre-Engineering,Top-Tier Government College
83.56,0.754,43.9,Rural,Pre-Engineering,Mid-Tier College
67.58,0.031,44.1,Urban,Commerce,Mid-Tier College
78.29,0.326,51.9,Rural,Computer Science,Top-Tier Government College
84.05,0.801,60.2,Metro,Computer Science,Mid-Tier College
78.19,0.821,29.6,Urban,Pre-Engineering,Mid-Tier College
59.89,0.182,30.9,Urban,Arts/Humanities,Mid-Tier College
73.6,0.0,42.6,Urban,Computer Science,Top-Tier Government College
72.67,0.959,52.2,Urban,Commerce,Top-Tier Government College
75.2,0.504,37.6,Urban,Commerce,Mid-Tier College
53.91,0.503,41.9,Metro,Arts/Humanities,Standard College
74.71,0.667,34.5,Metro,Commerce,Top-Tier Government College
70.53,0.776,60.5,Urban,Commerce,Mid-Tier College
74.23,0.353,11.2,Urban,Commerce,Mid-Tier College
73.66,0.537,50.2,Metro,Commerce,Mid-Tier College
47.47,0.783,37.2,Rural,Arts/Humanities,Standard College
84.07,0.373,50.8,Urban,Pre-Engineering,Top-Tier Government College
82.33,0.561,54.0,Rural,Pre-Engineering,Top-Tier Government College
48.95,0.341,0.0,Urban,Arts/Humanities,Standard College
68.84,0.941,72.3,Metro,Commerce,Mid-Tier College
56.75,0.048,64.5,Urban,Commerce,Mid-Tier College
63.07,0.734,81.3,Rural,Commerce,Mid-Tier College
86.27,0.516,65.7,Urban,Computer Science,Top-Tier Government College
78.71,0.645,68.3,Urban,Computer Science,Top-Tier Government College
100.0,0.219,61.1,Rural,Pre-Engineering,Top-Tier Government College
71.65,0.955,81.7,Urban,Commerce,Top-Tier Government College
52.3,0.481,24.1,Urban,Arts/Humanities,Standard College
71.94,0.711,48.4,Urban,Computer Science,Mid-Tier College
33.0,0.09,32.3,Rural,Arts/Humanities,Standard College
98.45,0.293,67.6,Rural,Pre-Engineering,Top-Tier Government College
74.15,0.906,55.5,Metro,Computer Science,Mid-Tier College
77.06,0.016,82.4,Rural,Computer Science,Mid-Tier College
72.31,0.357,53.2,Metro,Commerce,Mid-Tier College
56.26,0.2,46.9,Urban,Arts/Humanities,Mid-Tier College
67.9,0.333,47.0,Urban,Commerce,Top-Tier Government College
57.25,0.623,35.7,Urban,Commerce,Standard College
61.57,0.862,10.3,Urban,Commerce,Standard College
74.93,0.535,49.7,Urban,Commerce,Mid-Tier College
50.38,0.907,41.8,Metro,Arts/Humanities,Standard College
95.69,0.707,41.6,Rural,Pre-Medical,Top-Tier Government College
52.46,0.937,27.8,Metro,Commerce,Mid-Tier College
82.66,0.164,52.2,Metro,Pre-Engineering,Mid-Tier College
59.17,0.874,29.8,Urban,Commerce,Standard College
49.47,0.751,55.6,Urban,Arts/Humanities,Standard College
75.35,0.944,45.6,Metro,Commerce,Top-Tier Government College
71.8,0.041,43.9,Rural,Commerce,Mid-Tier College
65.48,0.097,19.1,Urban,Commerce,Top-Tier Government College
68.08,0.008,56.8,Metro,Commerce,Top-Tier Government College
59.02,0.004,67.4,Urban,Commerce,Mid-Tier College
75.67,0.244,47.6,Rural,Commerce,Mid-Tier College
61.16,0.572,38.7,Metro,Commerce,Standard College
69.11,0.41,62.4,Urban,Commerce,Top-Tier Government College
86.42,0.134,65.7,Metro,Pre-Engineering,Top-Tier Government College
47.6,0.761,41.7,Metro,Arts/Humanities,Mid-Tier College
59.55,0.143,100.0,Metro,Arts/Humanities,Mid-Tier College
57.82,0.987,74.6,Rural,Arts/Humanities,Mid-Tier College
55.85,0.31,79.9,Urban,Commerce,Standard College
47.04,0.049,58.5,Rural,Arts/Humanities,Mid-Tier College
64.08,0.177,58.2,Rural,Arts/Humanities,Standard College
70.82,0.031,30.8,Metro,Commerce,Mid-Tier College
66.57,0.228,45.2,Metro,Computer Science,Top-Tier Government College
42.92,0.666,51.3,Urban,Arts/Humanities,Standard College
79.12,0.363,64.0,Metro,Computer Science,Mid-Tier College
79.5,0.011,40.3,Urban,Computer Science,Mid-Tier College
69.4,0.335,33.6,Urban,Commerce,Mid-Tier College
52.34,0.342,73.3,Urban,Commerce,Mid-Tier College
54.6,0.269,52.4,Metro,Arts/Humanities,Mid-Tier College
99.17,0.741,68.9,Metro,Pre-Medical,Top-Tier Government College
95.57,0.138,52.4,Rural,Pre-Engineering,Top-Tier Government College
75.72,0.549,38.2,Rural,Commerce,Mid-Tier College
53.63,0.028,49.9,Rural,Arts/Humanities,Standard College
88.19,0.463,1.8,Rural,Pre-Engineering,Top-Tier Government College
70.93,0.771,69.5,Metro,Computer Science,Mid-Tier College
94.74,0.335,61.2,Rural,Pre-Engineering,Top-Tier Government College
58.97,0.101,73.4,Urban,Arts/Humanities,Standard College
75.54,0.557,45.9,Urban,Commerce,Top-Tier Government College
64.74,0.979,89.3,Urban,Arts/Humanities,Standard College
80.03,0.719,74.4,Rural,Computer Science,Mid-Tier College
57.99,0.467,15.5,Metro,Arts/Humanities,Standard College
82.66,0.589,15.2,Rural,Pre-Engineering,Top-Tier Government College
61.94,0.347,55.3,Urban,Arts/Humanities,Standard College
53.9,0.394,22.8,Urban,Commerce,Standard College
77.1,0.825,47.2,Rural,Computer Science,Mid-Tier College
71.79,0.881,46.7,Metro,Commerce,Top-Tier Government College
34.43,0.536,44.0,Urban,Arts/Humanities,Standard College
67.39,0.749,79.8,Metro,Commerce,Mid-Tier College
69.67,0.834,61.4,Metro,Computer Science,Mid-Tier College
71.0,0.609,62.8,Urban,Commerce,Mid-Tier College
100.0,0.921,54.8,Metro,Pre-Medical,Top-Tier Government College
57.8,0.59,100.0,Rural,Arts/Humanities,Mid-Tier College
67.77,0.54,76.4,Metro,Commerce,Top-Tier Government College
41.0,0.732,36.5,Metro,Arts/Humanities,Standard College
44.84,0.618,61.2,Metro,Arts/Humanities,Standard College
58.91,0.894,35.5,Rural,Arts/Humanities,Mid-Tier College
65.93,0.787,46.7,Urban,Commerce,Mid-Tier College
64.87,0.537,48.5,Urban,Arts/Humanities,Mid-Tier College
78.13,0.702,22.7,Urban,Computer Science,Mid-Tier College
79.66,0.892,13.3,Metro,Pre-Engineering,Top-Tier Government College
84.07,0.425,26.1,Metro,Computer Science,Mid-Tier College
65.39,0.335,61.0,Metro,Commerce,Mid-Tier College
75.83,0.838,0.0,Urban,Commerce,Top-Tier Government College
56.57,0.092,62.0,Rural,Arts/Humanities,Standard College
73.75,0.523,8.0,Rural,Commerce,Mid-Tier College
75.67,0.048,34.4,Urban,Commerce,Mid-Tier College
60.0,0.708,39.4,Rural,Arts/Humanities,Mid-Tier College
33.0,0.924,64.7,Metro,Arts/Humanities,Standard College
57.59,0.962,50.1,Metro,Arts/Humanities,Mid-Tier College
100.0,0.373,28.3,Metro,Pre-Engineering,Top-Tier Government College
66.42,0.853,38.4,Rural,Computer Science,Mid-Tier College
57.81,0.652,54.9,Metro,Arts/Humanities,Mid-Tier College
69.68,0.226,71.5,Urban,Commerce,Top-Tier Government College
85.75,0.058,55.4,Urban,Computer Science,Top-Tier Government College
73.3,0.596,47.8,Rural,Computer Science,Mid-Tier College
64.68,0.346,44.8,Urban,Arts/Humanities,Standard College
47.5,0.876,81.2,Urban,Arts/Humanities,Standard College
63.23,0.933,33.8,Metro,Commerce,Standard College
48.9,0.567,40.9,Urban,Arts/Humanities,Standard College
73.6,0.612,57.0,Metro,Computer Science,Mid-Tier College
92.01,0.131,75.4,Urban,Pre-Engineering,Top-Tier Government College
84.77,0.336,15.8,Metro,Pre-Engineering,Mid-Tier College
58.49,0.809,69.3,Urban,Arts/Humanities,Standard College
52.23,0.498,73.0,Urban,Commerce,Standard College
45.72,0.314,55.1,Rural,Arts/Humanities,Standard College
