intermediate_percentage,entry_test_score,field,city_tier,suggested_program,university_tier
69.11,93.88,Computer Science,Metro,Social Sciences,Mid-Tier Public University
77.87,72.39,Commerce,Metro,Business Administration,Private University
55.52,57.31,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
82.95,79.58,Commerce,Urban,Business Administration,Mid-Tier Public University
71.77,86.85,Pre-Engineering,Rural,Business Administration,Private University
93.62,96.91,Pre-Engineering,Metro,Engineering,Top Public University
69.95,77.89,Pre-Engineering,Metro,Social Sciences,Mid-Tier Public University
58.58,57.58,Pre-Medical,Urban,Social Sciences,Private University
58.54,54.89,Commerce,Urban,Business Administration,Private University
49.54,52.31,Computer Science,Urban,Computer Science,Top Public University
66.45,73.19,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
65.52,75.2,Pre-Engineering,Rural,Computer Science,Mid-Tier Public University
79.94,89.2,Arts/Humanities,Metro,Social Sciences,Top Public University
67.73,78.21,Commerce,Urban,Computer Science,Private University
53.74,29.86,Arts/Humanities,Urban,Social Sciences,Private University
81.85,83.75,Computer Science,Metro,Computer Science,Top Public University
59.9,65.5,Pre-Engineering,Metro,Computer Science,Private University
70.41,82.16,Commerce,Metro,Engineering,Top Public University
88.33,81.87,Pre-Engineering,Rural,Engineering,Top Public University
85.51,70.38,Computer Science,Rural,Computer Science,Top Public University
55.31,37.11,Pre-Engineering,Metro,Social Sciences,Private University
64.58,54.28,Commerce,Metro,Engineering,Private University
86.49,68.06,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
81.11,79.66,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
74.43,86.38,Computer Science,Rural,Engineering,Mid-Tier Public University
79.6,67.19,Commerce,Metro,Business Administration,Mid-Tier Public University
33.68,24.88,Computer Science,Urban,Business Administration,Mid-Tier Public University
61.73,54.01,Arts/Humanities,Metro,Business Administration,Private University
44.46,31.22,Commerce,Urban,Computer Science,Mid-Tier Public University
56.48,69.31,Arts/Humanities,Metro,Engineering,Mid-Tier Public University
60.27,47.43,Commerce,Metro,Social Sciences,Private University
73.12,82.96,Commerce,Metro,Social Sciences,Private University
83.63,78.77,Pre-Medical,Rural,Medicine (MBBS),Mid-Tier Public University
77.73,60.8,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
69.95,64.73,Commerce,Urban,Business Administration,Top Public University
60.43,54.46,Pre-Medical,Urban,Business Administration,Private University
85.02,67.48,Commerce,Metro,Business Administration,Top Public University
69.67,59.18,Arts/Humanities,Metro,Engineering,Private University
38.94,46.63,Pre-Engineering,Metro,Business Administration,Private University
64.59,63.6,Commerce,Metro,Social Sciences,Private University
73.06,39.15,Computer Science,Urban,Business Administration,Private University
50.95,59.05,Pre-Engineering,Urban,Business Administration,Mid-Tier Public University
68.76,73.92,Computer Science,Rural,Computer Science,Mid-Tier Public University
88.23,91.81,Computer Science,Metro,Computer Science,Top Public University
61.49,95.2,Computer Science,Urban,Business Administration,Mid-Tier Public University
64.5,41.61,Commerce,Metro,Business Administration,Mid-Tier Public University
64.63,66.12,Arts/Humanities,Metro,Business Administration,Mid-Tier Public University
50.52,59.02,Arts/Humanities,Rural,Computer Science,Mid-Tier Public University
58.01,33.76,Pre-Engineering,Metro,Business Administration,Private University
49.91,57.95,Computer Science,Metro,Social Sciences,Private University
60.67,56.2,Pre-Engineering,Metro,Computer Science,Mid-Tier Public University
52.89,38.23,Pre-Engineering,Urban,Business Administration,Top Public University
79.52,97.56,Arts/Humanities,Urban,Social Sciences,Top Public University
63.24,70.62,Pre-Medical,Rural,Social Sciences,Mid-Tier Public University
77.79,64.47,Pre-Engineering,Rural,Engineering,Top Public University
45.86,44.8,Pre-Medical,Metro,Computer Science,Mid-Tier Public University
64.61,47.4,Computer Science,Rural,Business Administration,Mid-Tier Public University
73.61,100.0,Pre-Medical,Urban,Social Sciences,Mid-Tier Public University
75.4,58.96,Commerce,Metro,Business Administration,Mid-Tier Public University
55.5,57.18,Arts/Humanities,Metro,Computer Science,Mid-Tier Public University
63.3,58.53,Computer Science,Rural,Business Administration,Mid-Tier Public University
66.52,84.09,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
59.67,63.07,Arts/Humanities,Metro,Social Sciences,Private University
58.55,62.57,Computer Science,Urban,Business Administration,Top Public University
72.78,82.17,Commerce,Urban,Social Sciences,Mid-Tier Public University
46.92,45.74,Computer Science,Urban,Medicine (MBBS),Private University
37.43,48.16,Computer Science,Metro,Engineering,Mid-Tier Public University
57.47,78.96,Arts/Humanities,Rural,Social Sciences,Mid-Tier Public University
69.21,94.09,Arts/Humanities,Urban,Business Administration,Top Public University
33.0,10.0,Arts/Humanities,Urban,Engineering,Mid-Tier Public University
85.38,87.54,Commerce,Metro,Business Administration,Private University
66.39,77.53,Commerce,Metro,Social Sciences,Mid-Tier Public University
73.73,78.34,Arts/Humanities,Metro,Business Administration,Mid-Tier Public University
52.27,69.06,Pre-Medical,Metro,Social Sciences,Private University
64.35,64.66,Computer Science,Urban,Computer Science,Mid-Tier Public University
92.58,100.0,Pre-Engineering,Metro,Engineering,Top Public University
93.21,80.25,Computer Science,Urban,Computer Science,Top Public University
74.53,60.79,Commerce,Rural,Medicine (MBBS),Mid-Tier Public University
60.87,41.12,Commerce,Urban,Engineering,Private University
63.43,71.33,Commerce,Urban,Computer Science,Mid-Tier Public University
85.07,91.33,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
54.3,72.68,Computer Science,Rural,Medicine (MBBS),Private University
50.95,54.13,Computer Science,Urban,Business Administration,Mid-Tier Public University
62.97,69.7,Commerce,Urban,Social Sciences,Private University
78.78,71.71,Arts/Humanities,Metro,Social Sciences,Top Public University
48.75,65.79,Arts/Humanities,Rural,Business Administration,Private University
70.33,74.59,Arts/Humanities,Urban,Social Sciences,Top Public University
70.57,73.66,Arts/Humanities,Urban,Computer Science,Mid-Tier Public University
66.91,89.07,Arts/Humanities,Urban,Engineering,Top Public University
62.56,48.0,Arts/Humanities,Metro,Social Sciences,Private University
78.92,83.5,Computer Science,Metro,Computer Science,Private University
73.55,74.71,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
42.68,48.72,Commerce,Urban,Computer Science,Top Public University
89.08,94.48,Computer Science,Urban,Computer Science,Top Public University
71.63,81.2,Commerce,Metro,Business Administration,Mid-Tier Public University
69.44,51.62,Commerce,Urban,Social Sciences,Private University
59.2,59.55,Arts/Humanities,Metro,Social Sciences,Private University
60.12,49.67,Commerce,Urban,Business Administration,Private University
33.0,33.24,Commerce,Urban,Business Administration,Private University
60.93,43.97,Arts/Humanities,Rural,Business Administration,Mid-Tier Public University
73.39,80.2,Commerce,Metro,Business Administration,Private University
73.69,78.21,Pre-Medical,Urban,Engineering,Private University
54.05,73.08,Computer Science,Metro,Social Sciences,Private University
33.0,12.02,Pre-Engineering,Urban,Computer Science,Private University
47.13,32.86,Arts/Humanities,Metro,Business Administration,Private University
59.53,56.36,Commerce,Urban,Business Administration,Mid-Tier Public University
83.66,81.42,Commerce,Metro,Business Administration,Mid-Tier Public University
39.71,16.98,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
64.5,49.81,Commerce,Metro,Social Sciences,Mid-Tier Public University
73.2,65.83,Commerce,Urban,Computer Science,Mid-Tier Public University
73.68,79.61,Arts/Humanities,Metro,Medicine (MBBS),Mid-Tier Public University
62.85,66.84,Computer Science,Rural,Medicine (MBBS),Private University
33.0,31.29,Computer Science,Metro,Social Sciences,Private University
73.43,92.65,Arts/Humanities,Urban,Business Administration,Mid-Tier Public University
66.22,81.18,Computer Science,Urban,Social Sciences,Top Public University
72.47,79.64,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
49.97,52.45,Computer Science,Metro,Social Sciences,Mid-Tier Public University
57.06,66.76,Computer Science,Rural,Computer Science,Top Public University
87.21,89.16,Commerce,Metro,Business Administration,Top Public University
63.06,84.2,Computer Science,Metro,Social Sciences,Mid-Tier Public University
64.39,49.13,Computer Science,Metro,Business Administration,Private University
53.65,50.91,Computer Science,Metro,Social Sciences,Mid-Tier Public University
83.63,82.12,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
39.65,42.9,Arts/Humanities,Urban,Medicine (MBBS),Private University
56.71,48.43,Computer Science,Metro,Business Administration,Mid-Tier Public University
71.21,49.74,Pre-Engineering,Urban,Business Administration,Private University
64.12,61.25,Commerce,Metro,Business Administration,Private University
78.13,96.03,Computer Science,Urban,Computer Science,Mid-Tier Public University
71.23,65.04,Arts/Humanities,Urban,Business Administration,Top Public University
86.72,93.77,Arts/Humanities,Urban,Social Sciences,Top Public University
61.48,69.78,Computer Science,Metro,Social Sciences,Top Public University
62.94,65.09,Commerce,Urban,Computer Science,Private University
69.23,64.26,Pre-Engineering,Urban,Medicine (MBBS),Top Public University
38.0,36.86,Pre-Engineering,Metro,Business Administration,Private University
86.55,100.0,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
51.3,56.67,Pre-Engineering,Rural,Business Administration,Mid-Tier Public University
82.41,85.23,Pre-Engineering,Rural,Engineering,Top Public University
87.11,84.78,Computer Science,Rural,Computer Science,Top Public University
80.65,82.46,Computer Science,Urban,Computer Science,Top Public University
68.33,84.38,Pre-Medical,Urban,Computer Science,Mid-Tier Public University
55.74,70.94,Pre-Medical,Metro,Social Sciences,Private University
33.0,36.79,Arts/Humanities,Metro,Computer Science,Private University
73.96,77.73,Computer Science,Metro,Business Administration,Mid-Tier Public University
61.82,79.01,Commerce,Metro,Social Sciences,Top Public University
91.54,100.0,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
60.99,68.46,Arts/Humanities,Rural,Engineering,Private University
75.02,66.65,Arts/Humanities,Metro,Social Sciences,Mid-Tier Public University
59.36,32.01,Commerce,Metro,Computer Science,Mid-Tier Public University
72.04,57.39,Commerce,Rural,Engineering,Private University
60.22,58.42,Commerce,Urban,Engineering,Private University
62.94,67.18,Pre-Medical,Metro,Medicine (MBBS),Private University
36.92,33.79,Pre-Medical,Metro,Business Administration,Mid-Tier Public University
54.67,46.43,Pre-Medical,Rural,Business Administration,Private University
63.22,75.64,Commerce,Rural,Social Sciences,Mid-Tier Public University
84.92,83.46,Commerce,Metro,Business Administration,Top Public University
69.67,60.59,Commerce,Urban,Computer Science,Top Public University
46.93,33.78,Commerce,Rural,Computer Science,Private University
89.68,98.04,Pre-Medical,Metro,Medicine (MBBS),Top Public University
70.93,65.33,Commerce,Metro,Engineering,Mid-Tier Public University
82.54,87.8,Computer Science,Metro,Computer Science,Top Public University
51.77,55.48,Pre-Medical,Urban,Social Sciences,Private University
33.0,35.16,Commerce,Metro,Social Sciences,Private University
53.84,54.12,Pre-Medical,Rural,Engineering,Private University
49.94,55.2,Arts/Humanities,Urban,Medicine (MBBS),Mid-Tier Public University
69.58,55.46,Computer Science,Urban,Business Administration,Top Public University
42.08,48.13,Commerce,Urban,Computer Science,Mid-Tier Public University
51.98,47.01,Commerce,Urban,Computer Science,Mid-Tier Public University
44.73,38.41,Pre-Engineering,Metro,Social Sciences,Mid-Tier Public University
67.64,67.22,Pre-Medical,Metro,Engineering,Top Public University
51.47,47.04,Arts/Humanities,Urban,Business Administration,Private University
86.57,87.79,Commerce,Metro,Business Administration,Top Public University
77.67,70.67,Arts/Humanities,Metro,Social Sciences,Private University
78.51,100.0,Commerce,Metro,Business Administration,Top Public University
62.44,43.99,Computer Science,Urban,Engineering,Top Public University
69.36,70.71,Computer Science,Rural,Medicine (MBBS),Mid-Tier Public University
78.94,71.38,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
52.89,36.46,Commerce,Rural,Computer Science,Private University
84.76,87.62,Arts/Humanities,Urban,Social Sciences,Top Public University
64.66,80.58,Computer Science,Metro,Medicine (MBBS),Top Public University
85.09,78.39,Arts/Humanities,Rural,Social Sciences,Mid-Tier Public University
100.0,100.0,Computer Science,Urban,Computer Science,Top Public University
89.72,71.99,Commerce,Urban,Business Administration,Private University
49.46,50.17,Commerce,Rural,Social Sciences,Private University
84.43,71.93,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
61.09,44.15,Commerce,Urban,Engineering,Private University
59.45,48.91,Commerce,Urban,Computer Science,Private University
62.31,51.32,Pre-Engineering,Metro,Business Administration,Private University
47.95,50.49,Arts/Humanities,Metro,Engineering,Mid-Tier Public University
69.59,88.23,Computer Science,Rural,Social Sciences,Mid-Tier Public University
55.02,63.73,Arts/Humanities,Metro,Engineering,Private University
82.9,100.0,Computer Science,Rural,Computer Science,Top Public University
70.83,68.04,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
33.0,24.97,Arts/Humanities,Rural,Business Administration,Private University
51.19,68.13,Computer Science,Urban,Business Administration,Mid-Tier Public University
